# Constructed from biom file																			
	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	ConsensusLineage
842518	0	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
807447	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__; s__
4405640	0.666666667	0	0	0.333333333	0	0	0.333333333	0.333333333	0	0.333333333	0	0	0.333333333	0.333333333	0	0	1.333333333	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin517; g__; s__
98457	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
4375014	0	0	0.5	0	0	3	1	0	0	0	0.666666667	1.666666667	0	0	1.666666667	1.666666667	0	0.333333333	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
4387303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0.333333333	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae
222559	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0.666666667	0	0.666666667	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
1107640	0	0	0	0	0	0	0	0	0	0	0	0	16.33333333	0	0	0	0	0.333333333	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__; g__; s__
539866	1.666666667	0.333333333	0	0	0	0	0.333333333	1	0	0	0	0	0.333333333	0	0.333333333	1	0.666666667	0.333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiotrichales; f__Piscirickettsiaceae; g__; s__
4450676	0.333333333	0.333333333	0.5	0.666666667	1.666666667	0.333333333	0.333333333	5	0	0.333333333	2	0	0	2.333333333	3	3	3.666666667	1.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4419153	0	0	0	0	0	0	0	1.333333333	0	0	0	0	0.333333333	0	0.333333333	0	0.666666667	0.333333333	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
704713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Buchnera; s__
220201	0.666666667	2	1.5	0	1	0.333333333	1	0	0	0	19.33333333	0.666666667	0	2.333333333	2.333333333	7	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__Candidatus Koribacter; s__
4437903	0	0.333333333	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
533472	0	0	0.5	0.333333333	5	0	1.333333333	0	0	0	0.333333333	0.333333333	0	0.333333333	0	0	0	4.666666667	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
682232	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
1059748	0.666666667	1.666666667	0.5	2.333333333	0.333333333	0.333333333	0.333333333	0	0.333333333	8.666666667	1	1	0	4	0	0	0	0.333333333	k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
4327995	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0.333333333	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
592173	0	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
824446	1.333333333	3.666666667	0.5	0	0	0	0.333333333	0.333333333	0.666666667	0	0	0.333333333	1	0	0	0.333333333	0	1.333333333	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__[Thermodesulfovibrionaceae]; g__GOUTA19; s__
582668	0	0	0	0	0	0	0	0	0	0	0	0	10.66666667	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__
828752	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__PK29; f__; g__; s__
4343394	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
515986	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
4343392	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
113142	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
4403421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__
647790	0.333333333	3	1.5	0.666666667	6.666666667	8.333333333	0.333333333	0.333333333	0.666666667	0.333333333	2	0	0	0	0	0	0	2.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
4366199	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
4409932	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
510937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
99508	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__
252845	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__AD3; c__JG37-AG-4; o__; f__; g__; s__
4415360	0.333333333	0	13.5	2.666666667	1.666666667	35	3	0.333333333	3.333333333	0	4.666666667	0.666666667	0	1.333333333	0.333333333	6.333333333	3.333333333	1	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
812809	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
2254348	0	0.666666667	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
4415366	1.333333333	2	1	1.333333333	7.666666667	0.666666667	9	0	0	0	5	0	0	0	0	0	0	3	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
509640	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Pelobacteraceae; g__; s__
7214	0	0.666666667	0	0.666666667	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Salinispora; s__
4348417	0	0	0	0.333333333	0.333333333	0.666666667	0	0.333333333	0	0	0.333333333	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
622571	0	0	2.5	0	0	0.333333333	0	0	0	0.333333333	0.333333333	5.666666667	0	5	16.66666667	0.333333333	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
2273344	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Firmicutes; c__Clostridia; o__OPB54; f__; g__; s__
137984	0	0	0.5	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
810371	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
223783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
4363347	0	0	0	0	0	0.333333333	0	1	0	0.333333333	0.333333333	0	0	0	0.333333333	0	0.333333333	0.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
568243	0	0	0	0	0	0	0	0	0	0.333333333	0.666666667	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
1125832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingobium; s__
1125837	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0.333333333	0.333333333	0.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
1114172	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0.333333333	0.333333333	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__
143692	0	0	1	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__
1091225	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
4381458	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
546305	0	0	0	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
4472830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Chitinophaga; s__
212027	0	0	0	0	0	0	0.666666667	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
584612	0	0	0	0	0	0.333333333	0.333333333	0.333333333	0	0	0.333333333	2.666666667	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__
161009	0.666666667	0	0.5	1	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0.333333333	0.666666667	3.666666667	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
1725586	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Thermoactinomycetaceae; g__Planifilum; s__
209935	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
822874	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
1099157	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__
207672	2	0.666666667	0.5	0.666666667	0	0	0.333333333	0.666666667	0	0	0	0	0	0.333333333	0.333333333	1	0.333333333	0.666666667	k__Bacteria; p__Acidobacteria; c__iii1-8; o__DS-18; f__; g__; s__
4484176	0	0	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__; s__
538512	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__A21b; f__EB1003; g__; s__
770614	0.666666667	1.333333333	0.5	0.333333333	0	0	0.333333333	0	0	0	0.666666667	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
4311464	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0.333333333	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
640043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
529365	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
4380503	1.333333333	1.333333333	0	0	1	0.333333333	0	0	0.666666667	0	0	0	0.666666667	0.666666667	0	0.333333333	0	0.666666667	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophaceae; g__Syntrophus; s__
31570	0	0.666666667	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
3897761	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Pla4; o__; f__; g__; s__
239594	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
672252	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
625652	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
143343	0	0	0	0	0	1.333333333	0	0.333333333	0	0.333333333	4	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
332410	0	0	0	0	0	0	0	0	0.333333333	0	0.666666667	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
4306062	0.333333333	0	0	0	0.333333333	0.333333333	0	2.333333333	0	0	0.333333333	0	0	0	0	0.333333333	0.333333333	0.333333333	k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__
284168	0	0	0	0	0	0	0	0.333333333	0	0	1.333333333	0	0	0	0	0	1.333333333	0	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__Opitutus; s__
4306066	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
114055	0.333333333	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
4479695	0	0.666666667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus; s__
136323	0	0.666666667	0	0.333333333	2.333333333	0.333333333	0	0	0	10.33333333	17.33333333	0	0	3.666666667	0.666666667	10.33333333	1.333333333	1	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
825612	0.666666667	0	1	0.666666667	4	1	0.333333333	0.666666667	0	0	0.666666667	0	0	0	0	0	0.333333333	2.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
218896	0.333333333	7	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
311035	1.666666667	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
3581990	0.666666667	0.333333333	0.5	0.333333333	0.333333333	0.333333333	0.666666667	0	0	0	0.333333333	0	0	0	0	0.333333333	0.666666667	0.666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
511320	0.333333333	0.666666667	3.5	0.333333333	3.333333333	1.666666667	2.333333333	0	0	0	2.333333333	0	0	0	0	0	0.333333333	2	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
253155	0	0.333333333	0	0	0	0	0	0.666666667	0.333333333	0	0	0	0.666666667	0	0	0	0.333333333	0	k__Bacteria; p__WS3; c__PRR-12; o__Sediment-1; f__PRR-10; g__; s__
256432	0	0	0	0	0.333333333	0	0	0.666666667	0	0	0	0	0	0	0	0	2.333333333	1.333333333	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
4296603	12	0	12.5	102.6666667	2.333333333	7.666666667	39.66666667	1.666666667	5.666666667	0.333333333	33.33333333	1	0	30	8.333333333	40.66666667	6	6	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
1105528	0	0	0.5	0	0	0	0.666666667	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales; f__Bdellovibrionaceae; g__Bdellovibrio; s__
614663	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__WS1; c__; o__; f__; g__; s__
760978	0.666666667	0	0	0	0.333333333	0	0.333333333	0.666666667	0	0	0	0	0.666666667	0	0	0	1.666666667	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
4402805	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.666666667	k__Bacteria; p__Gemmatimonadetes; c__Gemm-1; o__; f__; g__; s__
239330	0.333333333	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
1618934	22.66666667	27.33333333	11.5	2	15.66666667	2	2.333333333	5	9	5	2.666666667	3.666666667	21	7.333333333	9	5	5	15.66666667	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
4465431	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
56109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
583853	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__Syntrophobacter; s__
624830	0.333333333	0	0.5	0.666666667	1	0.333333333	1	0	0	0	0	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
1136974	0	0	0	0.333333333	0.666666667	0	0.666666667	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__
191331	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2.666666667	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
205391	12.66666667	19.33333333	8	4.666666667	18	4.333333333	16.66666667	4.666666667	0	0	2.333333333	0.333333333	0	0	0.666666667	0	15	7.333333333	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
561842	0	0	1	0	1	0.333333333	0.333333333	0	0	0	1	0	0	0	0.333333333	0	0	1	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
754628	0	0.666666667	0	0	1.333333333	0.333333333	0	0	0	1	0.666666667	0.333333333	0	0.333333333	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
578951	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__Gemmatimonas; s__
1111496	2	0.666666667	0.5	0	0	1.666666667	0	0	0.666666667	0	0	0	0	0	0.333333333	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
257386	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
4335676	2.333333333	0.666666667	0	0	0.666666667	0	0	0.333333333	0	0	0	0.333333333	2.333333333	1	0.333333333	0.666666667	0	0.333333333	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
4472017	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__
4481908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Luteimonas; s__
302530	0	0	2	0.666666667	0.666666667	0	0.666666667	0	0	0	0.333333333	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
310286	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0.333333333	k__Bacteria; p__Chlorobi; c__BSV26; o__VC38; f__; g__; s__
818509	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
669896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Uliginosibacterium; s__
4414809	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__; s__
4414775	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
320742	0	0	0	0	0	0	0	0.333333333	0.666666667	0	0	0	0	0	0	0	0.333333333	0.333333333	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__; g__; s__
4423776	0	0	0	0.333333333	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae
4423774	6	5.333333333	3	0.333333333	4	0.333333333	1.333333333	3	2	0.666666667	0.333333333	1.333333333	1.666666667	1	0	0.666666667	1	4.333333333	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
618396	6.666666667	2	20.5	8	5.666666667	3.333333333	12.66666667	0	0	0	3.666666667	0	0	0	1	2.333333333	0.666666667	2.333333333	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
1117094	0	0.333333333	0.5	0	0.333333333	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0.333333333	0.333333333	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
255389	0	0	0.5	0	0	0	0	0.333333333	0	0	0	0.333333333	0.333333333	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
4483596	0	0	0	0.333333333	0.666666667	0	0	0	0.333333333	0	0.333333333	0	0	1	0	0.333333333	0	1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas; s__
211201	0	0	0.5	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
222768	0	0	0	0.333333333	0.333333333	0	1	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria
