# Constructed from biom file																			
	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	ConsensusLineage
New.CleanUp.ReferenceOTU38500	0	0	0	0	0	0.333333333	0	0	0	0	0.666666667	0.333333333	0	1.666666667	0	1	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__[Pedosphaeraceae]; g__Pedosphaera; s__
New.CleanUp.ReferenceOTU38508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU55726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU45211	0.333333333	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
New.CleanUp.ReferenceOTU110069	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU12480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU12483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333333333	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__TK10; f__; g__; s__
New.CleanUp.ReferenceOTU49686	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU58468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU12482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU75241	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
New.CleanUp.ReferenceOTU54097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__
New.CleanUp.ReferenceOTU54098	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0.666666667	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU111333	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__OM190; o__agg27; f__; g__; s__
New.CleanUp.ReferenceOTU35278	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU70113	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
New.CleanUp.ReferenceOTU75091	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
New.CleanUp.ReferenceOTU75096	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__MB-A2-108; o__0319-7L14; f__; g__; s__
New.CleanUp.ReferenceOTU50640	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU75636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
New.CleanUp.ReferenceOTU75630	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU75633	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
New.CleanUp.ReferenceOTU26779	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
New.CleanUp.ReferenceOTU26775	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
New.CleanUp.ReferenceOTU26776	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
New.CleanUp.ReferenceOTU26772	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU26773	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Geobacteraceae; g__Geobacter; s__
New.CleanUp.ReferenceOTU74320	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0.333333333	0	0	0.333333333	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
New.CleanUp.ReferenceOTU74321	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU278	0	1.666666667	0.5	0.666666667	0	0.333333333	4.666666667	0	0	0	1.333333333	0	0	0	0	0.333333333	0	0	Unassigned
New.CleanUp.ReferenceOTU28741	0	0	0	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae
New.CleanUp.ReferenceOTU28740	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU28745	0.333333333	0	0	0.333333333	0	0	0	0	0	0	0.333333333	0	0	0	0	1	0	0	k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__Opitutales; f__Opitutaceae; g__; s__
New.CleanUp.ReferenceOTU102466	0	0	0	0	0	2.666666667	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU982	0	0	0.5	0.333333333	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Procabacteriales; f__Procabacteriaceae; g__; s__
New.CleanUp.ReferenceOTU30363	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__FW; g__4-29; s__
New.CleanUp.ReferenceOTU72185	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__Nostocaceae; g__; s__
New.CleanUp.ReferenceOTU32924	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU32925	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU32926	0	0	0	0.333333333	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU32927	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU32920	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
New.CleanUp.ReferenceOTU77001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU23742	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU23658	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
New.CleanUp.ReferenceOTU23659	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__; f__; g__; s__
New.CleanUp.ReferenceOTU78769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Acidobacteria; c__RB25; o__; f__; g__; s__
New.CleanUp.ReferenceOTU114434	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
New.CleanUp.ReferenceOTU24383	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU24382	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
New.CleanUp.ReferenceOTU76754	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
New.CleanUp.ReferenceOTU109000	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
New.CleanUp.ReferenceOTU40626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU47162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU47166	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU97407	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU97404	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
New.CleanUp.ReferenceOTU41571	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU1390	0	0	0	0.333333333	0	1.333333333	0	0	0	0	0.333333333	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__; s__
New.CleanUp.ReferenceOTU69494	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU69495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU88261	0	0	0	0	0	0.333333333	0	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU31243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
New.CleanUp.ReferenceOTU9833	0	0	0	0	0	0	0	1.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__
New.CleanUp.ReferenceOTU9835	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__Ellin515; g__; s__
New.CleanUp.ReferenceOTU9834	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__GCA004; f__; g__; s__
New.CleanUp.ReferenceOTU56826	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU2778	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__TK17; o__mle1-48; f__; g__; s__
New.CleanUp.ReferenceOTU2774	0.666666667	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Telmatospirillum; s__
New.CleanUp.ReferenceOTU589	0.333333333	0	0	0	0	0	2.333333333	0	0	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU588	0	0	0	0	0	0	0	0	0	0.666666667	2.666666667	0	0	5.666666667	0.333333333	1.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU581	0.333333333	1.333333333	0	0.666666667	0	13	0	0	0	0	2	0.333333333	0	0	0.333333333	0	0	1	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU580	0	0	0.5	0.333333333	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__
New.CleanUp.ReferenceOTU583	0.333333333	0	0	1.333333333	0	0.333333333	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__
New.CleanUp.ReferenceOTU582	0	0	0	0.333333333	0	0	0.666666667	0	0	0	2	0	0	0	0	0	0.333333333	0.333333333	k__Bacteria; p__Chloroflexi; c__C0119; o__; f__; g__; s__
New.CleanUp.ReferenceOTU585	0	0	0	0	0	0	0	0	0.333333333	0	0	1.333333333	0	0	3.333333333	0	0	0	k__Archaea; p__Crenarchaeota; c__MBGA; o__; f__; g__; s__
New.CleanUp.ReferenceOTU584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__Acidobacteria; c__S035; o__; f__; g__; s__
New.CleanUp.ReferenceOTU587	0	0	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	Unassigned
New.CleanUp.ReferenceOTU586	0	0	0	0	0	0	0	1.666666667	0	0	0	0	0	0	0	0	3.333333333	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales
New.CleanUp.ReferenceOTU16335	0	0	0.5	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU1488	1.333333333	0	0	0	0	0	0	1	0.333333333	0	0	0	0	0	0	0	1	0	k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Ellin5290; f__; g__; s__
New.CleanUp.ReferenceOTU1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
New.CleanUp.ReferenceOTU1482	0	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	0.333333333	0.333333333	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
New.CleanUp.ReferenceOTU1483	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0.333333333	0	0	0	Unassigned
New.CleanUp.ReferenceOTU1480	0	1	0.5	0	0	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0.333333333	0.333333333	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
New.CleanUp.ReferenceOTU1481	0	0	0	0	0	0	0	0	0	0	0	0	3.333333333	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__; s__
New.CleanUp.ReferenceOTU1486	0	2	0	0.333333333	0.666666667	0.333333333	0.666666667	0	0.333333333	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU1487	0	0	0	2	0	0	1.333333333	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU1484	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU1485	0.333333333	0	0.5	0.666666667	0.333333333	0	1	0	0	0	0.666666667	1.333333333	0	0.333333333	0	1	0	0.333333333	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU97156	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__FCPU426; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU97159	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU3426	0.666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU3425	0	0	0	0	0	0	0.666666667	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
New.CleanUp.ReferenceOTU96205	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Ktedonobacterales; f__Ktedonobacteraceae; g__; s__
New.CleanUp.ReferenceOTU11645	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__; g__; s__
New.CleanUp.ReferenceOTU18194	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513; f__; g__; s__
New.CleanUp.ReferenceOTU19860	0.333333333	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	k__Bacteria; p__Planctomycetes; c__vadinHA49; o__DH61; f__; g__; s__
New.CleanUp.ReferenceOTU19864	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__TM1; o__; f__; g__; s__
New.CleanUp.ReferenceOTU19868	0	0	0	0	0	0	0	0	0	1.333333333	0	0	0	0	0	0	0	0	k__Bacteria; p__WPS-2; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU105898	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chlorobi; c__; o__; f__; g__; s__
New.CleanUp.ReferenceOTU83588	0	0	0.5	1	0	0.333333333	1	0	0	0	0	0	0	0	0	0.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Koribacteraceae; g__; s__
New.CleanUp.ReferenceOTU83580	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
New.CleanUp.ReferenceOTU50733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__
New.CleanUp.ReferenceOTU70201	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU93354	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0.333333333	0	k__Bacteria; p__Acidobacteria; c__Acidobacteria-5; o__; f__; g__; s__
New.CleanUp.ReferenceOTU7413	0	0	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
New.CleanUp.ReferenceOTU7411	0	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales; f__Pelobacteraceae; g__; s__
New.CleanUp.ReferenceOTU18735	0	0	0	0.333333333	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU56709	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__; f__; g__; s__
New.CleanUp.ReferenceOTU56702	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	k__Bacteria; p__Cyanobacteria; c__Nostocophycideae; o__Nostocales; f__; g__; s__
New.CleanUp.ReferenceOTU72737	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__[Methylacidiphilae]; o__S-BQ2-57; f__; g__; s__
New.CleanUp.ReferenceOTU53065	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU53067	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__Thermogemmatispora; s__
New.CleanUp.ReferenceOTU53060	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__Thermogemmatispora; s__
New.CleanUp.ReferenceOTU53068	0	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	Unassigned
New.CleanUp.ReferenceOTU74690	0	0	0	0	0	0	0	0.666666667	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Erythrobacteraceae; g__; s__
New.CleanUp.ReferenceOTU74693	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__
New.CleanUp.ReferenceOTU92003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	k__Bacteria; p__Chlorobi; c__Ignavibacteria; o__Ignavibacteriales; f__Ignavibacteriaceae; g__; s__
New.CleanUp.ReferenceOTU8940	0	0	0.5	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Armatimonadetes; c__SHA-37; o__; f__; g__; s__
New.CleanUp.ReferenceOTU8941	0	0	0	0.666666667	0	0	0.666666667	0	0	0	0.666666667	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
New.CleanUp.ReferenceOTU104443	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__Candidatus Solibacter; s__
New.CleanUp.ReferenceOTU39573	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.CleanUp.ReferenceOTU39571	0	0	0	0	0.333333333	0	0.333333333	0	0	0	0.333333333	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
New.CleanUp.ReferenceOTU40315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	0	0	k__Bacteria; p__Acidobacteria; c__BPC102; o__MVS-40; f__; g__; s__
New.CleanUp.ReferenceOTU13086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333	0.333333333	0.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__Solibacteraceae; g__; s__
New.CleanUp.ReferenceOTU13089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333333333	0	0	k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae; g__; s__
